expresion,expression_base,class,class_general
Odwołującego BNG Naftomontaż Przemyśl Sp ,odwoływać BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
4 ,4 ,nam_oth_other,nam_oth
4 ,4 ,nam_oth_other,nam_oth
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
Odwołującego BNG Naftomontaż Przemyśl Sp ,odwoływać BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
Zamawiający ,zamawiać ,nam_liv_person,nam_liv
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
Zamawiającego BNG Naftomontaż Przemyśl Sp ,zamawiać BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
Odwołującego ,odwoływać ,nam_liv_person,nam_liv
Odwołujący ,odwoływać ,nam_liv_person,nam_liv
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
Control Process S ,Control Process sekunda ,nam_org_company,nam_org
Control Process S ,Control Process sekunda ,nam_org_company,nam_org
Odolanowie ,Odolanów ,nam_loc_gpe_city,nam_loc
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
BNG Naftomontaż Przemyśl Sp ,BNG Naftomontaż Przemyśl spółka ,nam_org_company,nam_org
Zamawiającemu ,zamawiać ,nam_liv_person,nam_liv
Izba ,izba ,nam_liv_person,nam_liv
Jerzy Kuźniar ,Jerzy Kuźniar ,nam_liv_person,nam_liv
Sąd Rejonowy – Sąd Pracy ,sąd rejonowy – sąd praca ,nam_org_institution,nam_org
zł ,złoty ,nam_oth_currency,nam_oth
zł ,złoty ,nam_oth_currency,nam_oth
zł ,złoty ,nam_oth_currency,nam_oth
Sąd Okręgowy – ,sąd okręgowy – ,nam_org_institution,nam_org
Sąd Okręgowy ,sąd okręgowy ,nam_org_institution,nam_org
Sąd II ,sąd II ,nam_org_institution,nam_org
Sąd Okręgowy ,sąd okręgowy ,nam_org_institution,nam_org
Najwyższy ,najwyższy ,nam_liv_person,nam_liv
Sąd Okręgowy ,sąd okręgowy ,nam_org_institution,nam_org
Sąd Najwyższy ,sąd najwyższy ,nam_org_institution,nam_org
Krajowa Izba Odwoławcza ,krajowy izba odwoławczy ,nam_org_institution,nam_org
Rzeczpospolitej Polskiej ,Rzeczpospolita polski ,nam_loc_gpe_country,nam_loc
Dzienniku Urzędowym ,dziennik urzędowy ,nam_pro_media_periodic,nam_pro
VAT ,VAT ,nam_oth_tech,nam_oth
euro ,euro ,nam_oth_currency,nam_oth
Prezesa Rady Ministrów ,prezes rad minister ,nam_org_institution,nam_org
Prawo zamówień publicznych ,prawo zamówienie publiczny ,nam_pro_title_document,nam_pro
Sądu Okręgowego ,sąd okręgowy ,nam_org_institution,nam_org
NetApp Platinum Partner ,NetApp Platinum partner ,nam_org_organization,nam_org
Sąd Okręgowy ,sąd okręgowy ,nam_org_institution,nam_org
Krajowa Izba Odwoławcza ,krajowy izba odwoławczy ,nam_org_institution,nam_org
Prezesa Krajowej Izby Odwoławczej ,prezes krajowy izba odwoławczy ,nam_org_institution,nam_org
Miejski Zakład Wodociągów i Kanalizacji Sp ,miejski zakład wodociąg i kanalizacja spółka ,nam_org_institution,nam_org
IDS ,IDS ,nam_org_company,nam_org
Prawo zamówień publicznych ,prawo zamówienie publiczny ,nam_pro_title_document,nam_pro
Miejski Zakład Wodociągów ,miejski zakład wodociąg ,nam_org_organization,nam_org
Bielany ,Bielany ,nam_loc_gpe_city,nam_loc
Gminie Ślemień ,gmin Ślemień ,nam_org_group_team,nam_org
Krajowej Izby Odwoławczej ,krajowy izba odwoławczy ,nam_org_institution,nam_org
Krajowa Izba Odwoławcza ,krajowy izba odwoławczy ,nam_org_institution,nam_org
Gminie Ślemień ,gmin Ślemień ,nam_org_group_team,nam_org
Izby ,izba ,nam_loc_gpe_city,nam_loc
Izby ,izba ,nam_loc_gpe_city,nam_loc
Sąd Najwyższy ,sąd najwyższy ,nam_org_institution,nam_org
Prezes Urzędu Regulacji Elektronicznej ,prezes urząd regulacja elektroniczny ,nam_org_institution,nam_org
Sąd Okręgowy w Warszawie ,sąd okręgowy w Warszawa ,nam_org_institution,nam_org
Sąd Apelacyjny w Warszawie ,sąd apelacyjny w Warszawa ,nam_org_institution,nam_org
Sądu Apelacyjnego ,sąd apelacyjny ,nam_org_institution,nam_org
Sądu Ape ,sąd Ape ,nam_org_institution,nam_org
Najwyższy ,najwyższy ,nam_liv_person,nam_liv
Sądu Apelacyjnego ,sąd apelacyjny ,nam_org_institution,nam_org
Sąd Apelacyjny ,sąd apelacyjny ,nam_org_institution,nam_org
